,username,description,location,text,hashtags
96,EdwardFujimoto7,,,"@KyivIndependent Good news. But in case of any doubt, the US should replenish the weapons immediately. The goal should be to help Ukraine win the war &amp; drive the invaders away. This is the right time to supply more &amp; more heavy weapons to Ukr, while expanding sanctions &amp; further isolating Russia.",[]
97,chipskamath,"No political affiliation. Respect all faiths. Pro environment, anti plastic. My community: Humanity. Holy book: Constitution of India.",India,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
98,seira586k1,応募＆応援専用垢 イケシリ ●戦国: 信長、政宗、元就、他全員♡ ●ヴァン: アーサー、レオナルド ●源氏伝: 与一、頼朝 ●革命: レイ ●王子: レオン、ノクト、ジン、他全員♡ ●アカセカ: 土方、新選組 ●Free！、うらみちお兄さん、王様ランキング 💕🐶🐱💕,,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
99,RaviKaushik99,"Har Har Mahadev 🕉, Unapologetic Sanatani,Kshatriya,Pursuing Public Policy & Public Administration.",Magadh↔️Jammu,"High inflation in March due to ""disruption in global supply chain caused by Russia-Ukraine conflict"", says India's commerce ministry release: https://t.co/nVrfLxeANM",[]
100,DeeFendenDeBlu,🇺🇸 Christian • Momma •  Logophile • Bullhorn 🇺🇸,,"@JonJustice @AndrewLeeTCNT 6/Zelenskyy's out doing media tours and begging for more bombs &amp; money, yet never asking for medical aid. Did MSM tell you about this or any statement from Russia? Or that the serial # on the Bucha missile came from Ukraine's supply? Russia has the receipts AFU has fake stories. https://t.co/cxVd2XHyb0",[]
101,FerrousDeuler,Nobody is special,,@FightFossils @standearth You guys do realize that the world still needs fossil fuels in the near term and that any supply purchased from Russia is funding a genocidal war on Ukraine.  Right?,[]
102,GRyan225,"Animal lover, sun lover, love my grandchildren and family First and always",,"Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
103,Mimmi_Rirri,Like kids© Highly coded® a.k.a Rock On. ❤️Radio 👉Like reading||writing✍️  Holla Holla,"Lagos, Nigeria","The world is expecting India to fill up the gap in global wheat supply created by the ongoing Ukraine Russia war, while the Indian government is trying to make the most of the opportunity to emerge as a global wheat Super Power.

https://t.co/m29FvfLY2j",[]
104,AnozieDavid2,"I'm just me
#SUPERFAMILY
anything PC's 💻 is what I do.
IG: @David Anozie
telegram: @David Anozie
Facebook: @David Anozie
YouTube: #loading...",choba port Harcourt,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
105,diogomarins,,Rio de Janeiro,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
106,ceekay101,"Aviator; former Rector, Nigeria College of Aviation Technology, Zaria, Nigeria",,"@StearsBusiness The West declassified natural gas as clean energy just before COP26 for god knows what. 

Now that Ukraine/Russia crisis is disrupting the global energy supply ecosystem, the world may reclassify natural gas as clean as they come. Nonsense.",[]
107,beesnpeace,"peacenik from wayyy back, there is more that unites us, looking for that",,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
108,GivingTrading,"Live with a Purpose, Trade with a Purpose. We educate you, give you a friendly environment, and donate subscriptions to charity. It is about you not your money!",,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
109,8088P,Happy homebody who loves people.,,"U.S. TREASURY SECRETARY YELLEN SAYS RUSSIA'S WAR IN UKRAINE WORSENED 'ALREADY DIRE' FOOD INSECURITY PROBLEM, WITH PRICE AND SUPPLY SHOCKS ADDING TO GLOBAL INFLATIONARY PRESSURES",[]
110,AothmanL,"If You Tell The Truth, It Becomes a Part Of Your Past, If You Lie, It Becomes a Part Of Your Future. #Red Devil’s Die Heart ❤️❤️","Gusau, Nigeria Lome",Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
111,ASanche40068602,,,"@justforfun0044 There's no coincidence.
Fertilizers are in short supply thanks to NATO and US embargo to the biggest supplier: Russia.
Grains are in short supply thanks to the war Russia vs Ukraine who happen to be the bigger grains producers.
Food shortages just started.",[]
112,Forbes,"Official account of Forbes, the world’s leading voice for entrepreneurial success and free enterprise, and home to breaking news, business, money and more.","New York, NY",Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
113,xglobalmarkets,"XGLOBAL Markets is a Multi-Regulated broker, offering Forex & CFD trading on +100 trading symbols in 5 account currencies. 53.33% of retail clients lose money.",Limassol,"#US TREASURY SECRETARY #YELLEN: RUSSIA'S WAR IN UKRAINE HAS EXACERBATED THE COUNTRY'S 'ALREADY DIRE' FOOD INSECURITY PROBLEM, WITH PRICE AND SUPPLY SHOCKS ADDING TO GLOBAL INFLATIONARY PRESSURES.
#TREASURY #INFLATION #RUSSIA","['US', 'YELLEN', 'TREASURY', 'INFLATION', 'RUSSIA']"
114,FerdinandLejeu3,"Vorwärts immer, rückwärts nimmer!",,"@koivmacycle funnily enough russia is one of the main forces sending all the migrants to europe. as we speak, russia is triggering a huge african+middle eastern migrant wave by disrupting their food supply (ukraine) and causing a massive food shortage there. also the 🇧🇾 border thing thing.",[]
115,themba_u,Black African,,"U.S. TREASURY SECRETARY YELLEN SAYS RUSSIA'S WAR IN UKRAINE WORSENED 'ALREADY DIRE' FOOD INSECURITY PROBLEM, WITH PRICE AND SUPPLY SHOCKS ADDING TO GLOBAL INFLATIONARY PRESSURES",[]
116,SSCharlesk,,,"@gaoge764 @manuela_rak @voehitsinvitsi @Klingoblingo30 @War_Mapper I bet the war ends with the entire Donbass region Russian, Kherson as well and a land bridge between Crimea and Russia proper, undisturbed water supply to the Crimea, and a demilitarized rump bankrupt Ukraine with most of it's young population scattered overseas.  How about it?",[]
117,JMarionneaix,Diehard Trump supporter will never stop fighting for what’s right when America collapses that’s when the war will start.,"Livonia, LA","Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
118,Bodziahna,,,"Russia’s invasion of Ukraine has strained wheat supply, which could send food prices — already at an all-time high — up another 22%.",[]
119,DonnyDumbcunt,A Future Children’s Book,American River,"@McFaul If we don't provide significant arms supply to Ukraine to prevail in Donbass, we will be fighting Russia along the entire Eastern front in a few years. 

More weapons =&gt; lesser future risk
Less weapons =&gt; extraordinary future risk

@POTUS @SecDef @NATO 

#ArmUkraineNow",[]
120,CptApple,"I’m old school and unique, an adventurous autodidact; a Photographer, Writer, Rock Climber and Engineer passionate about life.",Edinburgh,"A useful perspective on Russian artillery. The author asserts that Russia has 2,400 artillery pieces requiring a total of 600,000 rounds per day. Not sure Russia has this level of stocks, but if Ukraine can again destroy logistical supply lines, it will blunt this new offensive. https://t.co/rAdIKQQrvZ",[]
121,onceuponatime7,CMKX seeking justice,right place  right time,"Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
122,meredithllee,Food and ag reporter @POLITICO covering the Hill + Biden admin. Minnesota raised. meredithlee(at)politico(dot)com,"Washington, DC ","&gt;@SecYellen warns countries against imposing trade restrictions amid deepening global food insecurity from Russia's war in Ukraine. 

 says ""we know that we must avoid export restrictions that could further increase prices"" as ""price and supply shocks are already materializing""",[]
123,kmorgan24,"Wife, Mother, Employee, Volunteer, Taxpayer","Maryland, USA","US TREASURY SECRETARY YELLEN: RUSSIA'S WAR IN UKRAINE HAS EXACERBATED THE COUNTRY'S 'ALREADY DIRE' FOOD INSECURITY PROBLEM, WITH PRICE AND SUPPLY SHOCKS ADDING TO GLOBAL INFLATIONARY PRESSURES.",[]
124,ThunderMarg,LOVE my country!!! God bless America! #MAGA supporter 💯 ❤️🙏🇺🇸 #TrumpWasRight #ClintonSpied #LockHerUp #TrumpWon  🇺🇸🇺🇸🇺🇸 #bidennotmypresident,U.S.,"Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
125,ungubunugu1274,"If you are not outraged ,you are not paying enough attention.
La legge è uguale per tutti. 
lists and bots get blocked.",timbuktu,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
126,marc_k011,,"New York, NY","Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
127,MariaBartiromo,"Anchor, Global Markets Editor Mornings with Maria @MorningsMaria 6-9 AM et M-F on @FoxBusiness & @SundayFutures 10:00 AM et Sundays @FoxNews 2-time Emmy winner","New York, NY","Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
128,M_Ali_Abdallah,"Chairman, Libyan Foreign Bank (LFB) , Libyan Gov’t Special Envoy to the United States",Libya,"One of few reasons #Libya was theoretically going to be able to weather the impending food crisis induced by Russia's invasion of Ukraine was sustained oil exports.

The current blockade risks changing that - impoverishing Libyans while raising inflation.
 https://t.co/8j1QyCx6RC",['Libya']
129,Wefire123,"She/her | Chinese-American | 汉语，english, français(C1), 日本語(N1) Ivrit and Español | studying at @Wharton | 政军推，也会发发生活内容，有道理都能谈 | 小粉红与法西斯请远离我",Home of the Brave🇺🇸,"A useful perspective on Russian artillery. The author asserts that Russia has 2,400 artillery pieces requiring a total of 600,000 rounds per day. Not sure Russia has this level of stocks, but if Ukraine can again destroy logistical supply lines, it will blunt this new offensive. https://t.co/GFbvzuP20r",[]
130,NisargSangle14,KEEP IT SIMPLE😇                                       snap-  nisargsangle800                               insta-  _nisarg_sangle_,"Kurla East, Mumbai","The world is expecting India to fill up the gap in global wheat supply created by the ongoing Ukraine Russia war, while the Indian government is trying to make the most of the opportunity to emerge as a global wheat Super Power.

https://t.co/m29FvfLY2j",[]
