,username,description,location,text,hashtags
97,RaashiJamwal,,,"China to hold military drills near Taiwan
China on Friday announced military exercises near Taiwan in light of a visit by US congressmen to the island.
https://t.co/0tKk9WStfs",[]
98,NewsItech,"iTech News is a brand-new news website providing the best articles on gaming, finance, business and more!",,"Russia's Ukraine invasion has revived fears in Taiwan and other countries over their internet connections, delivered via undersea cables, should China attack (Alastair Gale/Wall Street Journal) https://t.co/U0QvxRugce",[]
99,stevesearly,Life. Loves and Liberty. Hakuna Matata,In X Isle,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
100,melaniecrawley,"Audiobook narrator, Actor and Voiceover, designer, producer. Spotlight: 6213-5649-8764 Producer @andtannie Comedy #sketchup Co-founder @nextlefttheatre","Sheffield, England","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
101,glorytohkforev1,#科勞手足 #FollowBackHK #FollowBackHongKong,United States,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
102,auddin76,"Don't mock, gloat, insult or write silly poems; be magnanimous in victory.",Somewhere in 🇪🇺 ,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
103,JKilloch,Returned UAE expat. Ex Air Corps and Cityjet. RJ pilot.,"Dublin City, Ireland","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
104,Jam13826408,,"Katsushika-ku, Tokyo","Serious question, what should Australia do if Xi Jinping’s China launches a military invasion of democratic Taiwan? Don’t 25 million Taiwanese deserve a say in their own future? Don’t we believe in self-determination and autonomy? https://t.co/LpzilqNQOw",[]
105,kellytang77,Tang zhao,,"Taiwan is part of China 🇨🇳, not Japan ！Japan is such a stupid ass country !",[]
106,TianyiChen5,"寫作的作者！個人已婚有孩子！是受害者。我創造生活，不想管，卻會被咬有罪
希望您來辦案，救台灣",Taiwan,"#FBI 
people  can abuse me out ,
don't  say who 
this event 
make trouble more yeas

Handling  a case 

Taiwan  originally 
follow KMT Han  
follow China Mainland  ,

put rotten https://t.co/3qR7rmDtYZ",['FBI']
107,polecat1971,,"Bristol, UK","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
108,Hartford688i,🇺🇦 🇳🇱,"Amsterdam, The Netherlands","@William43625744 @JohnSimpsonNews Beijing is the capital of the PRC, the People's Republic of China.

The Republic of China (ROC) is the official name of Taiwan.

And Taiwan on its own could make China's invasion painful and bloody. But it would need the US Seventh Fleet to have much hope.",[]
109,samyu_hk,"marketer, dreamer, photographer, main use this a/c to show the other side of me and to interact with comrades all over the world",Hong Kong,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
110,LadyOfTheOcean1,,,"@PaulConfer @RonFancy @RealDoctorT @gopisdirty @Jennie_SC1 @ReganLieutenant @RepublicanRehab @WHurensohn @AggressiveDem @jeffschlueter1 @SandraNotSandy1 @yammerapple @EnrelChi @Woody4123 @spanna65 @CleeseRaymond @Q_Estrada @SumatraSue @Maga4Justice @Lurabyss @texasangler1968 @Annie20554592 @Saggit95 @browneaglewings @gmarshall1965 @fred_rulz @dogsdontliket @GrieveNSpin @Evry1H8sGrtzLOL @ShellyRKirchoff @MinnesotaExpat @OliverPuzzie @SnoJustis @donnnie @ItsMeMsVee @BsSlayah @padenpur @trx1000 @Flattielover @akuscg @Emma34770971 @Emolclause @CalltoActivism @EliavAbey Hunter had an international investment company.  That's not news and there is nothing at all wrong with it.

What IS suspicious is how Trump threw Taiwan under the bus after China bought several million $ of overpriced Trump property.",[]
111,lokker_n,"Research Assistant @CNASdc | 🇺🇸-🇪🇺 relations, transatlantic policy toward 🇷🇺, European politics & security | @GeorgetownSFS ‘22, @DukeU ‘18 | Views my own","Washington, DC","Sharing my latest @cnasdc report, ""Global Island: Sustaining Taiwan’s International Participation Amid Mounting Pressure from China,"" co-authored w/ @AlexHSullivan with help from Zachary Durkee: https://t.co/34SlsGL0kL 

A quick thread on the contents:",[]
112,jfischoff,@CanonicalLLC,"San Diego, CA","@jonst0kes It looks bad enough that we will be able to get a sense of what a Taiwan invasion level sanctions would be like.

The US gov acts like China needs us more than we need them. We might get to find if that is true, which would probably play into the Taiwan invasion calculus.",[]
113,matthewkaal,"New Yorker - reader, decent cook, geography nerd, obsessive trip planner, avid walker, occasional TV binger, writer, uncle",New York City,"-While simultaneously doing the same thing to Taiwan, Korea, Japan, Malaysia, Vietnam, and Indonesia.
- Somehow this same invisible China is unable to conquer Thailand once India gets involved
- The Panama canal somehow survives intact, allowing China free access to the Atlantic",[]
114,Peterman43,"Yes to education, renewables, democracy, free speech, econ devpt. & fin lit.
NO to corruption, nuclear,  racism, demagoguery & human-inflicted climate change",South Africa,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
115,coeus61,Truth matters,"Portland, OR","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
116,Arriadna,"Democrat, fighting 4 human rights, civil rights, clean 🌎, healthcare4all ☮️ 🇺🇸#LibertyTree🌳✨#7of9🖖(fan acc) #TheResistance #DemocracyNotAuthocracy",WA,"The Ukrainian government has been cautious in its diplomacy with China, allowing Western partners to do the criticizing instead. https://t.co/1tLXHKSAiI",[]
117,MarkHorner,The Alpha Group,St. Michaels,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
118,Hans01093864,"Family, Faith, Friendship&  Fun",,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
119,Newsweek,The freedom to disagree.,"New York, NY","The Ukrainian government has been cautious in its diplomacy with China, allowing Western partners to do the criticizing instead. https://t.co/1tLXHKSAiI",[]
120,Chloef2727,,,"@abhishaek India has been violated by many countries before, but China has never robbed your land. China's Taiwan issue has been unable to solve because of the interests of other countries. When the epidemic broke out, China reminded the world to speed up epidemic prevention,",[]
121,wbrunhofer,"Vietnam vet, Peace Corps volunteer, entrepreneur, son of an immigrant. Love truth, & stand against the Great Delusion. IIThes2","Denver, CO","Why Is Taiwan a Mortal Threat to the CCP?-In China, sovereignty resides in the Party: the CCP is the ruler, &amp; people serve the Party.-Ask yourself, do we have govt “of, by &amp; for the people?” No! if d/n participate in school boards, town/county councils!

https://t.co/G8IVzk4NzW",[]
122,BetterknowYou,"What popping guys? Welcome to why are you running THE BEST Music Reactions & Commentaries on celebrity news, pop culture, & Gossip Talk Show! Follow for more...",Switzerland,"Russia's Ukraine invasion has revived fears in Taiwan and other countries over their internet connections, delivered via undersea cables, should China attack (Alastair Gale/Wall Street Journal): Alastair Gale / Wall Street Journal:
 Russia's Ukraine… https://t.co/IIrCsQt9ho https://t.co/DdO72wCixb",[]
123,fxy,"🌻
Rather insignificant Cyberpunk, to you Boomer.",all over the place ,"@diogenesihcoj @CGMeifangZhang Only critique would be the uighur ""summer camps"" but nobody in the west will actively meddle in this inner China affair. Taiwan: look at Hong Kong... better keep status quo than changing a running system.
We need constructive dialogue not attack tweets.",[]
124,GeertEvers,,,"China warns EU a long war in Ukraine could lead to its brake up.
Instead China would do better to warn Russia, which it doesn’t as China has similar plans for Taiwan.",[]
125,b1e56df9ce6549f,"human being, person, individual, coen bros. character yet discovered, survivor, believer in Creator, Love at its best n worst, wonderer good at living irony",usa,"⚠️The Army of China is conducting comprehensive military exercises in response to the visit of US congressmen to Taiwan⚠️
Exercise of the amphibious mechanized brigade of the 73rd Army Group of the Eastern Zone of the PLA Combat Command to capture the coast of a conditional enemy https://t.co/F7MYRjf9VX",[]
126,PhilDeCarolis,Follow at https://t.co/obrjpQYRWN for real-time liberty based news. Also visit https://t.co/5leXf8Kfg9 and https://t.co/sElznGA1r2,"Southern California, U.S.",WATCH: Will #China invade #Taiwan? https://t.co/AIh8juYV2u https://t.co/8nN0wEDHM7,"['China', 'Taiwan']"
